Cust. #,State,Male ,Female,1st egg,Eggs,Fledge,Year
41573,FL,ASY,,4/11/97,5,5,1997
41573,FL,,SY,4/29/97,4,4,1997
41573,FL,,ASY,4/14/97,5,5,1997
,FL,,,4/11/97,5,5,1997
,FL,,,5/8/97,5,5,1997
,FL,,,4/22/97,5,5,1997
,FL,,,4/21/97,5,4,1997
,FL,,,5/6/97,6,6,1997
,FL,,,4/27/97,5,5,1997
,FL,,,5/5/97,5,5,1997
,FL,,,4/15/97,5,5,1997
37116,FL,,,4/18/97,3,2,1997
37116,FL,,,4/24/97,5,4,1997
37116,FL,,,5/28/97,1,0,1997
37116,FL,,,4/24/97,8,0,1997
37116,FL,,,4/20/97,8,5,1997
37116,FL,,,4/17/97,5,4,1997
37116,FL,,,4/20/97,8,2,1997
37116,FL,,,5/5/97,5,4,1997
37116,FL,,,5/8/97,5,5,1997
37116,FL,,,4/16/97,5,5,1997
37116,FL,,,4/30/97,5,5,1997
37116,FL,,,4/15/97,5,1,1997
37116,FL,,,4/23/97,4,4,1997
37116,FL,,,4/19/97,5,0,1997
37116,FL,,,4/27/97,6,0,1997
37116,FL,,,5/18/97,4,4,1997
37116,FL,,,5/6/97,6,0,1997
37116,FL,,,4/17/97,5,5,1997
37116,FL,,,5/1/97,9,0,1997
37116,FL,,,4/21/97,4,3,1997
37116,FL,,,5/3/97,5,4,1997
37116,FL,,,4/17/97,4,3,1997
37116,FL,,,5/10/97,4,4,1997
37116,FL,,,4/13/97,5,3,1997
37116,FL,,,4/16/97,5,3,1997
37116,FL,,,4/12/97,5,5,1997
37116,FL,,,4/15/97,6,5,1997
37116,FL,,,4/17/97,5,5,1997
37116,FL,,,4/25/97,5,4,1997
37116,FL,,,4/28/97,4,4,1997
37116,FL,,,4/18/97,4,4,1997
37116,FL,,,4/21/97,6,6,1997
37116,FL,,,4/16/97,5,5,1997
37116,FL,,,4/19/97,6,0,1997
37116,FL,,,4/24/97,2,1,1997
37116,FL,,,5/5/97,5,4,1997
37116,FL,,,5/4/97,5,5,1997
37116,FL,,,5/4/97,5,4,1997
37116,FL,,,4/21/97,5,0,1997
37116,FL,,,5/4/97,5,5,1997
37116,FL,,,4/22/97,5,5,1997
37116,FL,,,4/15/97,5,5,1997
37116,FL,,,5/8/97,4,4,1997
37116,FL,,,5/10/97,4,4,1997
37116,FL,,,4/22/97,5,0,1997
37116,FL,,,4/24/97,6,4,1997
37116,FL,,,4/18/97,5,0,1997
37116,FL,,,4/16/97,10,0,1997
37116,FL,,,5/8/97,10,6,1997
37116,FL,,,5/1/97,9,8,1997
37116,FL,,,4/19/97,7,0,1997
37116,FL,,,4/28/97,4,4,1997
37116,FL,,,4/27/97,4,3,1997
37116,FL,,,5/7/97,10,3,1997
37116,FL,,,5/4/97,4,3,1997
37116,FL,,,5/11/97,4,3,1997
43325,FL,,,5/9/97,3,3,1997
43325,FL,,,5/5/97,6,4,1997
32686,FL,,,4/20/98,4,4,1998
32686,FL,,,4/2/98,5,4,1998
32686,FL,,,4/3/98,5,4,1998
32686,FL,,,4/1/98,5,5,1998
32686,FL,,,4/21/98,5,0,1998
32686,FL,,,4/30/98,5,0,1998
32686,FL,,,5/13-5/17,4,0,1998
32686,FL,,,5/3/98,6,6,1998
32686,FL,,,4/23-4/28,2,0,1998
32686,FL,,,4/24/98,6,5,1998
32686,FL,,,3/29/98,5,3,1998
32686,FL,,,3/27/98,6,4,1998
32686,FL,,,4/6/98,4,0,1998
32686,FL,,,3/16/98,4,4,1998
32686,FL,,,3/20/98,6,5,1998
32686,FL,,,3/27/98,6,0,1998
32686,FL,,,4/30/98,5,5,1998
32686,FL,,,3/23/98,6,6,1998
32686,FL,,,4/2-4/5,4,4,1998
32686,FL,,,3/29/98,6,5,1998
32686,FL,,,4/2-4/3,5,5,1998
32686,FL,,,3/29/98,6,0,1998
32686,FL,,,4/25/98,5,5,1998
32686,FL,,,4/7/98,5,0,1998
32686,FL,,,4/26/98,5,4,1998
32686,FL,,,3/22/98,5,5,1998
32686,FL,,,3/24/98,5,0,1998
32686,FL,,,5/5/98,6,0,1998
32686,FL,,,3/22/98,6,5,1998
32686,FL,,,3/29/98,5,5,1998
32686,FL,,,3/10/98,6,6,1998
32686,FL,,,4/11/98,6,4,1998
32686,FL,,,4/7/98,6,2,1998
32686,FL,,,4/7/98,5,4,1998
32686,FL,,,3/22/98,4,4,1998
32686,FL,,,4/23-4/27,3,3,1998
32686,FL,,,4/23-4/27,3,0,1998
32686,FL,,,4/7/98,5,4,1998
32686,FL,,,3/30/98,7,5,1998
32686,FL,,,4/4/98,5,5,1998
32686,FL,,,3/31/98,5,4,1998
32686,FL,,,3/30/98,5,3,1998
32686,FL,,,3/31/98,5,3,1998
32686,FL,,,3/31/98,6,6,1998
32686,FL,,,4/7/98,6,5,1998
32686,FL,,,4/9-4/11,5,4,1998
32686,FL,,,4/7/98,3,2,1998
32686,FL,,,4/5/98,4,2,1998
32686,FL,,,3/28/98,6,5,1998
32686,FL,,,4/27/98,4,0,1998
32686,FL,,,5/1/98,4,0,1998
32686,FL,,,3/20/98,6,4,1998
,FL,ASY,ASY,4/21/98,6,6,1998
,FL,ASY,SY,4/24/98,3,2,1998
,FL,ASY,ASY,4/15/98,6,6,1998
,FL,SY,SY,4/8/98,5,5,1998
,FL,SY,SY,4/19/98,5,3,1998
,FL,ASY,ASY,4/5/98,5,5,1998
,FL,ASY,SY,4/15/98,6,4,1998
,FL,ASY,SY,4/15/98,5,3,1998
37116,FL,,,4/30/98,5,5,1998
37116,FL,,,4/16/98,6,3,1998
37116,FL,,,4/13/98,5,5,1998
37116,FL,,,4/12/98,5,4,1998
37116,FL,,,4/23/98,5,5,1998
37116,FL,,,4/21/98,5,4,1998
37116,FL,,,4/30/98,6,0,1998
37116,FL,,,4/21/98,5,3,1998
37116,FL,,,4/25/98,5,4,1998
37116,FL,,,5/4/98,4,4,1998
37116,FL,,,4/27/98,6,5,1998
37116,FL,,,5/1/98,2,0,1998
37116,FL,,,4/23/98,3,3,1998
37116,FL,,,4/21/98,5,0,1998
37116,FL,,,5/22-5/27,6,0,1998
37116,FL,,,4/29/98,4,2,1998
37116,FL,,,5/1/98,4,4,1998
37116,FL,,,4/25/98,5,4,1998
37116,FL,,,4/28/98,1,0,1998
37116,FL,,,4/26-4/29,4,2,1998
37116,FL,,,5/13/98,5,5,1998
37116,FL,,,5/7/98,4,2,1998
37116,FL,,,4/19-4/22,4,4,1998
37116,FL,,,4/17/98,6,3,1998
37116,FL,,,4/14/98,5,5,1998
37116,FL,,,5/10-5/13,3,3,1998
37116,FL,,,4/25/98,6,5,1998
37116,FL,,,4/15/98,5,1,1998
37116,FL,,,4/21-4/23,3,3,1998
37116,FL,,,4/8/98,4,1,1998
37116,FL,,,4/22/98,6,6,1998
37116,FL,,,4/26-4/28,4,3,1998
37116,FL,,,5/1/98,8,0,1998
37116,FL,,,5/4/98,4,0,1998
37116,FL,,,5/3-5/5,5,3,1998
37116,FL,,,4/6/98,5,5,1998
37116,FL,,,4/30/98,4,3,1998
37116,FL,,,4/17/98,5,4,1998
37116,FL,,,5/3-5/6,4,0,1998
37116,FL,,,5/25-5/26,4,3,1998
37116,FL,,,5/22-5/29,4,0,1998
37116,FL,,,4/22/98,5,5,1998
37116,FL,,,6/2-6/4,4,0,1998
37116,FL,,,4/27/98,5,3,1998
37116,FL,,,5/5/98,5,0,1998
37116,FL,,,4/12-4/14,5,4,1998
37116,FL,,,4/26-4/29,4,4,1998
37116,FL,,,4/14/98,6,6,1998
37116,FL,,,5/1/98,5,1,1998
37116,FL,,,4/26-4/29,4,4,1998
37116,FL,,,5/13/98,3,3,1998
37116,FL,,,4/26-4/28,5,0,1998
37116,FL,,,5/1/98,3,0,1998
37116,FL,,,4/27-5/2,5,5,1998
37116,FL,ASY,ASY,4/19-4/20,6,6,1998
37116,FL,ASY,ASY,4/17/98,6,5,1998
37116,FL,ASY,,4/23/98,6,0,1998
37116,FL,,,4/19-4/20,6,6,1998
37116,FL,,,4/19-4/21,5,5,1998
37116,FL,,,4/15/98,6,6,1998
37116,FL,,,4/14/98,6,5,1998
37116,FL,,,4/22/98,5,5,1998
37116,FL,,,5/12/98,4,4,1998
37116,FL,,,4/17/98,6,4,1998
37116,FL,SY,SY,4/12-4/15,5,2,1998
37116,FL,,,4/19-4/20,6,6,1998
30462,FL,ASY,ASY,4/12/98,7,6,1998
30462,FL,ASY,ASY,4/11/98,6,4,1998
30462,FL,ASY,ASY,4/13/98,6,5,1998
37781,FL,ASY,ASY,4/6/98,6,6,1998
37781,FL,ASY,ASY,4/12/98,6,5,1998
37781,FL,ASY,ASY,4/6/98,6,6,1998
37781,FL,ASY,ASY,4/8/98,5,4,1998
37781,FL,,,4/20/98,2,0,1998
37781,FL,ASY,ASY,4/11/98,5,5,1998
37781,FL,ASY,ASY,4/15/98,5,5,1998
32686,FL,,,3/16/99,2,2,1999
32686,FL,,,5/15/99,2,0,1999
32686,FL,,,4/8/99,6,3,1999
32686,FL,,,3/11/99,6,5,1999
32686,FL,,,4/16/99,4,2,1999
32686,FL,,,3/18/99,5,4,1999
32686,FL,,,3/23/99,5,2,1999
32686,FL,,,3/16/99,5,3,1999
32686,FL,,,4/1/99,5,4,1999
32686,FL,,,3/28/99,5,5,1999
32686,FL,,,4/7/99,6,5,1999
32686,FL,,,3/23/99,5,5,1999
32686,FL,,,3/13/99,6,5,1999
32686,FL,,,3/25/99,5,4,1999
32686,FL,,,4/25/99,4,0,1999
32686,FL,,,4/10/99,5,4,1999
32686,FL,,,4/30/99,5,0,1999
32686,FL,,,3/26/99,6,5,1999
32686,FL,,,4/8/99,5,0,1999
32686,FL,,,4/30/99,3,0,1999
32686,FL,,,4/9/99,4,4,1999
32686,FL,,,4/1/99,4,4,1999
32686,FL,,,3/30/99,5,4,1999
32686,FL,,,3/27/99,1,0,1999
32686,FL,,,3/28/99,6,6,1999
32686,FL,,,5/17/99,4,0,1999
32686,FL,,,5/28/99,3,1,1999
32686,FL,,,3/19/99,7,5,1999
32686,FL,,,3/29/99,5,2,1999
32686,FL,,,3/25/99,5,4,1999
32686,FL,,,3/23/99,6,5,1999
32686,FL,,,3/19/99,5,5,1999
32686,FL,,,4/9/99,3,3,1999
32686,FL,,,3/20/99,6,6,1999
32686,FL,,,3/30/99,5,5,1999
32686,FL,,,3/23/99,5,5,1999
32686,FL,,,3/23/99,6,2,1999
32686,FL,,,3/20/99,5,4,1999
32686,FL,,,3/29/99,6,5,1999
32686,FL,,,3/26/99,5,4,1999
32686,FL,,,3/29/99,6,1,1999
32686,FL,,,4/6/99,5,2,1999
32686,FL,,,3/26/99,4,2,1999
32686,FL,,,4/18/99,5,0,1999
32686,FL,,,4/8/99,5,0,1999
32686,FL,,,4/6/99,6,4,1999
32686,FL,,,4/11/99,5,5,1999
32686,FL,,,4/2/99,6,4,1999
32686,FL,,,3/24/99,7,4,1999
32686,FL,,,3/23/99,5,3,1999
32686,FL,,,4/10/99,5,2,1999
32686,FL,,,3/22/99,6,3,1999
32686,FL,,,3/20/99,8,6,1999
32686,FL,,,3/22/99,5,3,1999
32686,FL,,,3/22/99,6,5,1999
32686,FL,,,3/25/99,5,4,1999
32686,FL,,,3/21/99,4,2,1999
32686,FL,,,3/27/99,5,5,1999
32686,FL,,,3/25/99,6,5,1999
32686,FL,,,3/25/99,5,4,1999
32686,FL,,,3/22/99,5,5,1999
32686,FL,,,4/4/99,4,1,1999
32686,FL,,,3/19/99,6,5,1999
32686,FL,,,3/22/99,5,0,1999
32686,FL,,,3/31/99,6,4,1999
32686,FL,,,5/24/99,4,3,1999
32686,FL,,,3/31/99,6,5,1999
32686,FL,,,4/5/99,3,2,1999
32686,FL,,,4/6/99,2,0,1999
37116,FL,,,4/14/99,6,4,1999
37116,FL,,,4/7/99,5,4,1999
37116,FL,,,4/9/99,6,6,1999
37116,FL,,,4/27/99,5,0,1999
37116,FL,,,4/13/99,5,1,1999
37116,FL,,,4/16/99,5,4,1999
37116,FL,,,4/9/99,5,5,1999
37116,FL,,,4/26/99,3,2,1999
37116,FL,,,4/13/99,5,4,1999
37116,FL,,,4/12/99,7,0,1999
37116,FL,,,4/2/99,3,3,1999
37116,FL,,,4/14/99,8,4,1999
37116,FL,,,4/7/99,1,0,1999
37116,FL,,,4/18/99,5,2,1999
37116,FL,,,4/8/99,6,3,1999
37116,FL,,,??,5,4,1999
37116,FL,,,4/14/99,5,5,1999
37116,FL,,,4/26/99,3,0,1999
37116,FL,,,4/13/99,5,5,1999
37116,FL,,,4/26/99,8,6,1999
37116,FL,,,5/9/99,4,4,1999
37116,FL,,,4/25/99,4,4,1999
37116,FL,,,5/7/99,4,3,1999
37116,FL,,,4/25/99,4,3,1999
37116,FL,,,4/26/99,4,2,1999
37116,FL,,,5/14/99,4,2,1999
37116,FL,,,4/4/99,5,2,1999
37116,FL,,,5/6/99,4,4,1999
37116,FL,,,5/2/99,5,3,1999
37116,FL,,,4/11/99,5,3,1999
37116,FL,,,4/8/99,6,2,1999
37116,FL,,,4/11/99,6,2,1999
37116,FL,,,4/12/99,4,4,1999
37116,FL,,,4/9/99,4,4,1999
37116,FL,,,4/26/99,3,2,1999
37116,FL,,,4/6/99,5,2,1999
37116,FL,,,4/27/99,3,3,1999
37116,FL,,,4/29/99,2,2,1999
37116,FL,,,5/7/99,5,5,1999
37116,FL,,,5/20/99,4,4,1999
37116,FL,,,4/7/99,5,3,1999
37116,FL,,,4/6/99,6,1,1999
37116,FL,,,5/21/99,3,0,1999
37116,FL,,,4/4/99,5,2,1999
37116,FL,,,5/9/99,4,4,1999
37116,FL,,,4/12/99,6,6,1999
37116,FL,,,4/30/99,4,3,1999
37116,FL,,,4/26/99,3,3,1999
37116,FL,,,4/11/99,5,1,1999
37116,FL,,,4/6/99,5,5,1999
37116,FL,,,5/6/99,4,0,1999
37116,FL,,,4/11/99,6,6,1999
37116,FL,,,4/13/99,1,0,1999
37116,FL,,,4/11/99,5,3,1999
37116,FL,,,4/10/99,6,2,1999
37116,FL,,,5/3/99,2,0,1999
37116,FL,,,4/14/99,5,5,1999
37116,FL,,,4/11/99,6,6,1999
37116,FL,,,4/25/99,5,4,1999
37116,FL,,,5/12/99,4,3,1999
37116,FL,,,4/25/99,5,5,1999
37116,FL,,,4/12/99,6,0,1999
37116,FL,,,4/7/99,5,3,1999
37116,FL,,,4/9/99,6,6,1999
37116,FL,,,5/16/99,9,5,1999
37116,FL,,,4/11/99,5,2,1999
37116,FL,,,5/4/99,1,0,1999
37116,FL,,,5/17/99,4,3,1999
37116,FL,,,4/26/99,4,0,1999
37116,FL,,,5/9/99,4,4,1999
37116,FL,,,4/9/99,5,5,1999
37116,FL,,,4/26/99,3,0,1999
37116,FL,,,4/26/99,3,0,1999
37116,FL,,,4/11/99,4,0,1999
37116,FL,,,4/25/99,4,0,1999
37116,FL,,,4/11/99,6,0,1999
37116,FL,,,4/4/99,5,0,1999
37116,FL,,,4/11/99,5,0,1999
43648,FL,,,4/7-4/9,5,0,1999
43648,FL,,,4/11/99,4,2,1999
43648,FL,,,4/6-4/10,4,2,1999
43648,FL,,,4/6-4/8,6,1,1999
43648,FL,,,4/6-4/9,5,0,1999
43648,FL,,,4/5/99,3,1,1999
527,FL,,,4/11/99,6,4,1999
527,FL,,,5/2/99,5,5,1999
527,FL,,,4/14/99,5,4,1999
527,FL,,,4/14/99,4,4,1999
527,FL,,,4/12/99,4,3,1999
527,FL,,,5/1/99,5,0,1999
30462,FL,ASY,ASY,4/6/99,6,6,1999
30462,FL,ASY,ASY,4/8/99,7,6,1999
30462,FL,ASY,ASY,4/10/99,5,3,1999
30462,FL,ASY,ASY,4/6/99,6,6,1999
30462,FL,ASY,ASY,4/8/99,7,6,1999
30462,FL,ASY,ASY,4/10/99,5,3,1999
110789,FL,SY,SY,4/15-4/18,1,0,1999
110789,FL,ASY,SY,-,5,0,1999
110789,FL,SY,SY,4/26/99,4,0,1999
110789,FL,ASY,ASY,4/8/99,5,3,1999
110789,FL,SY,SY,5/10-5/13,3,0,1999
110789,FL,ASY,SY,4/21/99,3,3,1999
106765,FL,ASY,ASY,4/13/99,6,4,1999
106765,FL,SY,SY,4/28/99,4,2,1999
42225,FL,ASY,ASY,3/29/99,6,5,1999
42225,FL,ASY,ASY,4/4/99,6,6,1999
42225,FL,,,4/13/99,1,0,1999
42225,FL,ASY,ASY,4/8/99,6,4,1999
42225,FL,ASY,ASY,3/30/99,7,6,1999
42225,FL,ASY,ASY,4/7/99,4,4,1999
42225,FL,ASY,ASY,4/2/99,6,5,1999
42225,FL,ASY,ASY,4/13/99,5,5,1999
42225,FL,ASY,SY,4/7/99,5,3,1999
42225,FL,SY,SY,4/14/99,7,0,1999
42225,FL,ASY,ASY,4/5/99,5,4,1999
42225,FL,ASY,ASY,4/4/99,6,6,1999
42225,FL,SY,ASY,4/8/99,5,2,1999
42225,FL,ASY,ASY,4/3/99,8,5,1999
42225,FL,ASY,ASY,4/6/99,6,4,1999
42225,FL,SY,ASY,4/18/99,3,3,1999
42225,FL,SY,SY,4/25/99,4,2,1999
42225,FL,ASY,SY,4/9/99,4,0,1999
42225,FL,,,5/27/99,3,0,1999
42225,FL,ASY,ASY,4/1/99,5,5,1999
42225,FL,ASY,ASY,4/3/99,5,5,1999
42225,FL,,,4/27-4/28,4,1,1999
42225,FL,SY,ASY,4/9/99,5,1,1999
42225,FL,SY,SY,4/13/99,4,2,1999
42225,FL,SY,SY,5/10/99,4,3,1999
42225,FL,ASY,ASY,4/6/99,5,4,1999
42225,FL,SY,SY,5/9/99,8,3,1999
42225,FL,ASY,ASY,4/6/99,5,4,1999
42225,FL,SY,SY,5/12-5/23,4,4,1999
42225,FL,ASY,ASY,4/7-4/25,4,4,1999
42225,FL,ASY,ASY,4/14/99,4,4,1999
,FL,ASY,ASY,4/6/99,6,3,1999
,FL,ASY,ASY,-,6,6,1999
,FL,ASY,ASY,4/12/99,5,3,1999
,FL,ASY,ASY,-,6,4,1999
,FL,,SY,5/8/99,4,3,1999
,FL,ASY,ASY,4/12/99,6,5,1999
,FL,ASY,ASY,4/7/99,6,4,1999
,FL,ASY,ASY,4/7/99,6,6,1999
,FL,ASY,ASY,4/4/99,7,6,1999
,FL,ASY,ASY,4/6/99,6,5,1999
,FL,ASY,ASY,3/25/99,8,4,1999
,FL,ASY,ASY,4/9/99,6,6,1999
,FL,ASY,ASY,4/5/99,6,5,1999
,FL,ASY,ASY,4/4/99,6,6,1999
,FL,ASY,ASY,4/11/99,6,5,1999
,FL,,ASY,4/7/99,6,5,1999
,FL,ASY,SY,4/11/99,4,4,1999
,FL,,,4/26/99,4,3,1999
,FL,ASY,ASY,4/8/99,5,5,1999
,FL,ASY,,4/9/99,6,4,1999
,FL,ASY,,4/9/99,5,5,1999
,FL,ASY,,4/9/99,4,4,1999
,FL,,SY,4/18/99,5,3,1999
,FL,,,4/16/99,6,2,1999
,FL,,,4/13/99,4,4,1999
,FL,,,4/16/99,1,0,1999
,FL,ASY,,4/12/99,6,6,1999
,FL,SY,SY,4/12/99,5,5,1999
,FL,,,-,1,0,1999
,FL,,,4/29/99,6,2,1999
,FL,ASY,,4/10/99,5,3,1999
,FL,ASY,,4/5/99,5,5,1999
,FL,,,4/7/99,6,5,1999
,FL,,,4/8/99,6,5,1999
37116,FL,,,4/24/00,6,0,2000
37116,FL,,,5/19/00,5,4,2000
37116,FL,,,4/6/00,5,4,2000
37116,FL,,,4/17/00,5,5,2000
37116,FL,,,4/16/00,6,5,2000
37116,FL,,,4/10/00,7,7,2000
37116,FL,,,4/17/00,6,1,2000
37116,FL,,,4/17/00,5,4,2000
37116,FL,,,4/19/00,6,6,2000
37116,FL,,,4/24/00,4,4,2000
37116,FL,,,4/18/00,5,5,2000
37116,FL,,,4/6/00,5,4,2000
37116,FL,,,4/22/00,4,3,2000
37116,FL,,,4/4/00,5,4,2000
37116,FL,,,3/28/00,5,4,2000
37116,FL,,,4/21/00,6,5,2000
37116,FL,,,4/16/00,5,5,2000
37116,FL,,,4/2/00,5,5,2000
37116,FL,,,4/11/00,5,5,2000
37116,FL,,,3/20/00,5,5,2000
37116,FL,,,4/18/00,4,4,2000
37116,FL,,,4/3/00,6,5,2000
37116,FL,,,4/22/00,5,5,2000
37116,FL,,,4/19/00,5,5,2000
37116,FL,,,4/16/00,5,5,2000
37116,FL,,,4/23/00,3,3,2000
37116,FL,,,5/8/00,2,0,2000
37116,FL,,,4/16/00,6,4,2000
37116,FL,,,4/4/00,5,0,2000
37116,FL,,,4/20/00,5,0,2000
37116,FL,,,3/28/00,2,0,2000
37116,FL,,,4/2/00,5,0,2000
37116,FL,,,4/20/00,4,4,2000
37116,FL,,,4/30/00,6,4,2000
37116,FL,,,4/21/00,6,4,2000
37116,FL,,,4/22/00,4,0,2000
37116,FL,,,4/19/00,2,0,2000
37116,FL,,,4/4/00,5,4,2000
37116,FL,,,3/31/00,5,5,2000
37116,FL,,,6/1/00,4,4,2000
37116,FL,,,4/4/00,5,2,2000
37116,FL,,,5/13/00,4,0,2000
37116,FL,,,5/1/00,1,0,2000
37116,FL,,,4/3/00,4,4,2000
37116,FL,,,3/26/00,5,4,2000
37116,FL,,,5/15/00,4,2,2000
37116,FL,,,4/18/00,5,5,2000
37116,FL,,,4/2/00,5,0,2000
37116,FL,,,4/14/00,6,0,2000
37116,FL,,,4/2/00,5,3,2000
37116,FL,,,4/22/00,4,4,2000
37116,FL,,,4/3/00,6,5,2000
37116,FL,,,4/21/00,5,3,2000
37116,FL,,,4/26/00,4,0,2000
37116,FL,,,5/28/00,2,0,2000
37116,FL,,,3/31/00,5,5,2000
37116,FL,,,3/29/00,4,2,2000
37116,FL,,,,1,0,2000
37116,FL,,,3/31/00,6,5,2000
37116,FL,,,3/24/00,4,3,2000
37116,FL,,,5/24/00,5,4,2000
37116,FL,,,4/3/00,3,0,2000
37116,FL,,,4/4/00,6,6,2000
37116,FL,,,4/25/00,6,6,2000
37116,FL,,,5/5/00,5,2,2000
37116,FL,,,5/16/00,4,3,2000
37116,FL,,,5/22/00,5,2,2000
37116,FL,,,4/22/00,4,3,2000
37116,FL,,,4/12/00,5,5,2000
37116,FL,,,5/2/00,6,6,2000
37116,FL,,,5/4/00,5,3,2000
37116,FL,,,4/18/00,5,3,2000
37116,FL,,,5/18/00,4,3,2000
37116,FL,,,5/2/00,6,0,2000
37116,FL,,,4/3/00,6,6,2000
37116,FL,,,4/21/00,6,6,2000
37116,FL,,,4/16/00,4,3,2000
37116,FL,,,4/23/00,6,6,2000
37116,FL,,,4/23/00,6,5,2000
37116,FL,,,4/16/00,4,2,2000
37116,FL,,,4/22/00,4,4,2000
37116,FL,,,4/22/00,6,6,2000
37116,FL,,,4/2/00,5,5,2000
37116,FL,,,5/7/00,4,1,2000
37116,FL,,,4/22/00,5,5,2000
37116,FL,,,4/21/00,5,4,2000
37116,FL,,,4/18/00,5,5,2000
37116,FL,,,4/21/00,6,5,2000
37116,FL,,,4/28/00,5,5,2000
37116,FL,,,5/7/00,5,3,2000
37116,FL,,,4/27/00,6,5,2000
37116,FL,,,4/19/00,5,5,2000
37116,FL,,,4/18/00,5,3,2000
37116,FL,,,4/13/00,4,4,2000
37116,FL,,,4/22/00,5,0,2000
37116,FL,,,5/21/00,4,0,2000
37116,FL,,,4/4/00,2,0,2000
37116,FL,,,4/17/00,5,4,2000
37116,FL,,,4/3/00,3,0,2000
37116,FL,,,4/27/00,6,5,2000
37116,FL,,,5/3/00,4,1,2000
37116,FL,,,5/6/00,4,4,2000
37116,FL,,,4/18/00,5,5,2000
37116,FL,,,4/28/00,5,5,2000
37116,FL,,,5/11/00,5,0,2000
37116,FL,,,5/3/00,3,3,2000
37116,FL,,,4/20/00,5,5,2000
37116,FL,,,4/16/00,5,4,2000
37116,FL,,,4/15/00,5,5,2000
42357,FL,ASY,,3/9/00,6,5,2000
42357,FL,ASY,,3/16/00,6,5,2000
42357,FL,ASY,,3/19/00,6,5,2000
42357,FL,ASY,,3/10/00,6,3,2000
42357,FL,ASY,,3/21/00,5,3,2000
42357,FL,ASY,,3/21/00,5,5,2000
42357,FL,ASY,,3/22/00,6,5,2000
42357,FL,ASY,,3/19/00,6,6,2000
42357,FL,ASY,,3/28/00,4,4,2000
42357,FL,ASY,,3/25/00,6,6,2000
42357,FL,ASY,,3/29/00,5,4,2000
42357,FL,ASY,,3/27/00,5,4,2000
42357,FL,ASY,,3/22/00,5,5,2000
42357,FL,ASY,,3/13/00,6,0,2000
42357,FL,ASY,,3/15/00,6,3,2000
42357,FL,ASY,,3/23/00,5,5,2000
42357,FL,ASY,,3/30/00,5,2,2000
42357,FL,ASY,,3/17/00,5,4,2000
42357,FL,ASY,,3/21/00,5,4,2000
42357,FL,ASY,,3/25/00,5,0,2000
42357,FL,ASY,,3/12/00,6,4,2000
42357,FL,ASY,,3/27/00,5,4,2000
42357,FL,ASY,,4/23/00,4,4,2000
42357,FL,ASY,,4/17/00,5,2,2000
42357,FL,SY,,4/17/00,4,2,2000
42357,FL,ASY,,5/3/00,5,3,2000
42357,FL,ASY,,3/22/00,5,5,2000
42357,FL,ASY,,4/10/00,5,5,2000
42357,FL,SY,,4/17/00,4,3,2000
42357,FL,SY,,4/27/00,5,5,2000
42357,FL,ASY,,4/22/00,3,3,2000
42357,FL,ASY,,4/2/00,5,5,2000
42357,FL,ASY,,3/26/00,5,5,2000
42357,FL,SY,,4/9/00,4,4,2000
42357,FL,,,4/17/00,6,5,2000
42357,FL,ASY,,4/14/00,4,4,2000
42357,FL,ASY,,3/26/00,3,0,2000
42357,FL,ASY,,4/11/00,5,4,2000
44589,FL,,,3/26/00,6,6,2000
44589,FL,,,3/24/00,6,5,2000
44589,FL,,,3/29/00,6,6,2000
44589,FL,,,4/5/00,5,5,2000
44589,FL,,,3/28/00,6,5,2000
44589,FL,,,4/16/00,4,4,2000
44589,FL,,,4/13/00,5,5,2000
44589,FL,,,4/4/00,6,5,2000
44589,FL,,,5/6/00,5,5,2000
44589,FL,,,4/19/00,4,4,2000
44589,FL,,,5/3/00,5,5,2000
44589,FL,,,3/26/00,6,4,2000
44589,FL,,,4/1/00,4,4,2000
44589,FL,,,5/2/00,5,5,2000
44589,FL,,,4/3/00,9,2,2000
44589,FL,,,4/2/00,6,6,2000
44589,FL,,,3/26/00,6,6,2000
44589,FL,,,3/25/00,5,5,2000
44589,FL,,,3/28/00,5,5,2000
44589,FL,,,4/4/00,6,6,2000
44589,FL,,,5/10/00,4,4,2000
44589,FL,,,4/9/00,6,6,2000
44589,FL,,,5/1/00,5,5,2000
44589,FL,,,3/30/00,5,5,2000
44589,FL,,,4/5/00,6,6,2000
44589,FL,,,3/25/00,6,4,2000
44589,FL,,,4/14/00,5,3,2000
44589,FL,,,4/28/00,4,4,2000
44589,FL,,,3/26/00,6,1,2000
44589,FL,,,5/12/00,4,3,2000
43648,FL,,,4/3/00,5,3,2000
43648,FL,,,4/9/00,4,0,2000
43648,FL,,,4/1/00,5,3,2000
43648,FL,,,4/6/00,6,4,2000
43648,FL,,,5/19/00,3,3,2000
43648,FL,,,5/30/00,5,5,2000
29933,FL,,,4/15/00,5,5,2000
29933,FL,,,4/22/00,4,3,2000
29933,FL,,,4/3/00,5,2,2000
29933,FL,,,4/19/00,4,3,2000
29933,FL,,,4/5/00,4,4,2000
29933,FL,,,4/11/00,5,5,2000
29933,FL,,,4/4/00,4,3,2000
29933,FL,,,4/3/00,5,4,2000
29933,FL,,,4/6/00,5,5,2000
29933,FL,,,4/18/00,5,4,2000
29933,FL,,,4/15/00,5,5,2000
29933,FL,,,4/3/00,5,5,2000
29933,FL,,,4/4/00,4,3,2000
29933,FL,,,4/20/00,4,4,2000
